Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated
Harpoon Brewery,336 Ruth Carney Dr,Windsor,VT,5089,"Windsor, VT, Windsor",www.harpoonbrewery.com/,802-674-6700,BP,,
Hartland Brewing Co,1836 Old US 23,Hartland,MI,48843,"Howell, MI, Livingston",hartlandbrewco.com,810-746-9141,BP,,
Harty Brewing Co - CLOSED 2019,146 Walden Way - Shops at Walden,Mechanicsburg,PA,17050,"Mechanicsburg, PA, Cumberland",,717-395-3478,BC/TR,,
Harvest Brewing Co,201 South St,Bennington,VT,5201,"Bennington, VT, Bennington",www.facebook.com/harvestbrewingvt/,802-681-8520,BC/TR,,
Harvest Gap Brewing Co,15485 Purcellville Rd,Hillsboro,VA,20132,"Purcellville, VA, Loudoun",harvestgap.com,703-338-8833,BP,,
Harvest Moon Brewery & Cafe,392 George St,New Brunswick,NJ,8901,"New Brunswick, NJ, Middlesex",www.harvestmoonbrewery.com/,732-249-6666,BP,,
Harvest Moon Brewing Co,57 Castner St,Belt,MT,59412,"Belt, MT, Cascade",www.harvestmoonbrew.com/,406-277-3188,BC/TR,,
Harvest Seasonal Kitchen,112 E Louisiana St,McKinney,TX,75069,"McKinney, TX, Collin",harvesttx.com/,214-544-9612,BP,,
Hatchet Brewing Co,490 SW Broad St,Southern Pines,NC,28387,"Southern Pines, NC, Moore",www.hatchetbrewing.com,910-725-7022,BC/TR,,
Haverhill Brewery (Tap at Haverhill Brewery),110 Washington St,Haverhill,MA,1832,"Haverhill, MA, Essex",www.tapbrewpub.com/,978-374-1117,BP,,
Haw River Farmhouse Ales,1713 Saxapahaw-Bethlehem Church Rd,Saxapahaw,NC,27340,"Saxapahaw, NC, Alamance",www.hawriverales.com/,336-525-9270,BC/TR,,
Hawaiian Islands Brewing Co (Inferno Wood Fired Pizza),1200 Ala Moana Blvd,Honolulu,HI,96814,"Honolulu, HI, Honolulu",www.hibrewco.com/,808-375-1200,BP,,
Hawk Moth Brewery and Beer Parlor,710 N 2nd St,Rogers,AR,72756,"Rogers, AR, Benton",hawkmothbrewing.com,479-877-1011,BC/TR,,
HawkPeak Brewing Co (Grand Haven Brew House),100 Washington Ave,Grand Rapids,MI,49417,"Grand Haven, MI, Ottawa",grandhavenbrewhouse.com/,616-607-2060,BP,,
Hawksbill Brewing Co,22 Zerkel St,Luray,VA,22835,"Luray, VA, Page",www.facebook.com/HawksbillBrewingCompany/,540-860-5608,BC/TR,,
Hay Camp Brewing Co,601 Kansas City St,Rapid City,SD,57701,"Rapid City, SD, Pennington",www.haycampbrewing.com/,605-718-1167,BC/TR,,
Hayes Public House,112 First Street S,Buffalo,MN,55313,"Buffalo, MN, Wright",www.hayespublichouse.com/,763-746-6389,BC/TR,,
Hayesville Brewing Co,1568 Hwy 64 W,Hayesville,NC,28904,"Hayesville, NC, Clay",hayesvillebrewingcompany.com/,828-835-6010,BP,,
Haymarket Beer Co,9301 Red Arrow Hwy,Bridgman,MI,49106,"Bridgman, MI, Berrien",www.haymarketbrewing.com,269-266-5050,BP,,
Haymarket Pub & Brewery,737 W Randolph St,Chicago,IL,60661,"Chicago, IL, Cook",www.haymarketbrewing.com/,312-638-0700,BP,,
Haynies Corner Brewing Co,56 Adams Ave,Evansville,IN,47713,"Evansville, IN, Vanderburgh",www.facebook.com/HayniesBrew,812-909-2668,BC/TR,,
Haywire Brewing Co,12125 Treosti Rd,Snohomish,WA,98290,"Snohomish, WA, Snohomish",www.facebook.com/haywirebrewingco/,360-568-2739,BC/TR,,
Haywire Brewing Co,12125 Treosti Rd,Snohomish,WA,98290,"Snohomish, WA, Snohomish",www.haywirebrewingco.com,360-568-2739,BC/TR,,
Hazelwood Brewing Co,711 E Main St,Lexington,SC,29072,"Lexington, SC, Lexington",hazelwoodbeerco.com,803-785-3947,BC/TR,,
Hazy Mountain Vineyards and Brewery,8736 Dick Woods Rd,Afton,VA,22920,"Afton, VA, Nelson",www.hazy-mountain.com,540-302-2529,BC/TR,NEW,10/18/2021
HeadFlyer Brewing Co,861 E Hennepin Ave,Minneapolis,MN,55414,"Minneapolis, MN, Hennepin",www.headflyerbrewing.com,612-567-6345,BC/TR,,
Headlands Brewing Co,3420 Mt Diablo Blvd - Suite A,Lafayette,CA,94549,"Lafayette, CA, Contra Costa",headlandsbrewing.com/beer-garden,415-890-4226,BP,NEW,6/22/2021
Headless Mumby Brewing Co,232 Division St NW,Olympia,WA,98502,"Olympia, WA, Thurston",www.headlessmumbybrewing.com,360-742-3880,BC/TR,,
Headleys Brewing Co,1743 E Railroad St - REAR,Heidelberg,PA,15106,"Carnegie, PA, Allegheny",www.headleysbrewing.com,,BC,,
HeadStrong Brewery,126 N 3rd St,Douglas,WY,82633,"Douglas, WY, Converse",headstrongbrewery.com/,307-351-4061,BC/TR,,
Headtrip Brewery,1634 Norton Rd,Stow,OH,44224,"Stow, OH, Summit",headtripbrewery.com/,330-715-4688,BC/TR,,
Headworks Brewing Co,1110 Marshall Ave - Suite B,Enumclaw,WA,98022,"Enumclaw, WA, King",www.headworksbrewing.com,,BC/TR,,
Heart State Brewing Co,750 Crosspointe Dr – Units I & J,Columbus,OH,43230,"Columbus, OH, Franklin",heartstatebrewing.com,614-604-9768,BC/TR,NEW,10/18/2021
Heartbreakers Brewery and Beer Garden,81001 Overseas Hwy - #3,Islamorada,FL,33036,"Islamorada, FL, Monroe",heartbreakersbeergarden.com/,305-432-2337,BC/TR,,
Heater/Allen Brewing,907 NE 10th Ave,McMinnville,OR,97128,"McMinnville, OR, Yamhill",www.heaterallen.com/,503-435-9119,BC,,
Heathen Brewing Co,5612 119th St NE,Vancouver,WA,98686,"Vancouver, WA, Clark",www.heathenbrewing.com/,360-601-7454,BC,,
Heaven and Ale Brewing Co,342 E Main St,Chattanooga,TN,37408,"Chattanooga, TN, Hamilton",www.heavenandalebrewing.com,423-541-6570,BP,NEW,5/2/2021
Heavenly Goat Brewing Co,7321 Heritage Square Dr,Granger,IN,46530,"Granger, IN, St. Joseph",www.heavenlygoatbrew.com,574-217-8428,BP,,
Heavenly Vineyards,15946 Jefferson Rd,Morley,MI,49336,"Morley, MI, Mecosta",heavenlyvineyards.weebly.com,616-710-2751,BC/TR,,
Heavens Gate Brewery,106 S Main St,Riggins,ID,83549,"Riggins, ID, Idaho",www.facebook.com/HeavensGateBrewery,208-628-2745,BC,,
Heavier Than Air Brewing Co,497 Miamisburg Centerville Rd,Centerville,OH,45459,"Dayton, OH, Montgomery",heavierthanairbrewing.com,937-433-1500,BC/TR,,
Heavy Beer Co (Heavy Underground),1301 N Summit St,Toledo,OH,43604,"Toledo, OH, Lucas",heavy.beer,419-662-9521,BC/TR,NEW,6/22/2021
Heavy Metal Brewing Co,809 MacArthur Blvd,Vancouver,WA,98661,"Vancouver, WA, Clark",theheavymetalbrewingco.com,360-258-1691,BP,,
Heavy Reel Brewing Co,613 Boulevard,Seaside Heights,NJ,8751,"Seaside Heights, NJ, Ocean",www.heavyreelbrewingco.com/,,BC/TR,,
Heavy Riff Brewing Co,6413 Clayton Ave,St Louis,MO,63139,"Saint Louis, MO, St. Louis City",www.heavyriffbrewing.com/,314-971-6179,BP,,
Heber Valley Brewing Co,501 N Main St,Heber City,UT,84032,"Heber City, UT, Wasatch",www.hebervalleybrewing.com,436-315-3816,BC/TR,,
Heelpath Brewing Co,122 Marina Park Dr,Frankfort,NY,13340,"Frankfort, NY, Herkimer",www.heelpathbrewingco.com,315-444-9005,BC/TR,,
Heinzelmannchen Brewery,545 Mill St,Sylva,NC,28779,"Sylva, NC, Jackson",www.yourgnometownbrewery.com/,828-631-4466,BC/TR,,
Heirloom Rustic Ales,2113 E Admiral Blvd,Tulsa,OK,74110,"Tulsa, OK, Tulsa",www.heirloomrusticales.com,918-292-8757,BC/TR,,
Heist Brewery,2909 N Davidson St - #200,Charlotte,NC,28205,"Charlotte, NC, Mecklenburg",www.heistbrewery.com/,704-451-1394,BP,,
Heist Brewery and Barrel Arts,1030 Woodward Ave,Charlotte,NC,28206,"Charlotte, NC, Mecklenburg",www.heistbrewery.com,704-375-8260,BC/TR,,
Helderberg Brewery (Carey Institure for Global Good),63 Huyck Rd,Rensselaerville,NY,12147,"Rensselaerville, NY, Albany",careyinstitute.org/programs/sustainable-communities/helderberg-brewery-taproom/,518-797-5100,BC/TR,,
Helderburg Mountain Brewing Co (Maple Inn),141 Warners Lake Rd,East Berne,NY,12059,"East Berne, NY, Albany",www.helderbergmountainbrewingcompany.com/,518-872-9433,BP,,
Helia Brewing Co,1250 Keystone Way,Vista,CA,92081,"Vista, CA, San Diego",heliabeer.com/,760-216-6023,BC/TR,,
Helicon Brewing Co,102 Union Ave,Oakdale,PA,15071,"Oakdale, PA, Allegheny",www.heliconbrewing.com,724-693-4204,BC/TR,,
Heliotrope Brewery,128 S Main St,Lexington,VA,24450,"Lexington, VA, Lexington",www.facebook.com/heliotropebrew,540-464-1336,BP,NEW,5/2/2021
Helix Brewing Co,8101 Commercial St,La Mesa,CA,91942,"La Mesa, CA, San Diego",www.drinkhelix.com/,619-741-8447,BC/TR,,
Hell in a Bucket Brewing Co,338 S Front St,Wrightsville,PA,17368,"Wrightsville, PA, York",hellinabucketbrewing.com,717-252-6868,BC/TR,,
Hell N Blazes Brewing Co,1002 E New Haven Ave,Melbourne,FL,32904,"Melbourne, FL, Brevard",www.hellnblazesbrewing.com/,321-821-4052,BC/TR,,
Hell on Horsecreek Brewing Co,107 E Murphy St,Madison,NC,27025,"Madison, NC, Rockingham",hohcbc.com,336-949-9438,BC/TR,,
Hellbender Brewing Co,5788 2nd St NE,Washington,DC,20011,"Washington, DC, District of Columb",www.hellbenderbrewingcompany.com/,202-827-8768,BC/TR,,
Hellbent Brewing Co,13035 Lake City Way NE,Seattle,WA,98125,"Seattle, WA, King",www.hellbentbrewingcompany.com/,206-361-3707,BC/TR,,
Helltown Brewing Co,5578 Old William Penn Hwy,Export,PA,15632,"Export, PA, Westmoreland",www.helltownbrewing.com,724-519-8354,BC/TR,,
Helltown Brewing Co,13 Henry C Flick St,Mount Pleasant,PA,15666,"Mount Pleasant, PA, Westmoreland",www.helltownbrewing.com/,724-542-4339,BC/TR,,
Helluva Brewing Co,3950 W Ray Rd - Suite 5,Chandler,AZ,85226,"Chandler, AZ, Maricopa",www.facebook.com/chandlerbrewery,480-664-6488,BP,,
Helmsman Ale House,2920 Newport Blvd,Newport Beach,CA,92663,"Newport Beach, CA, Orange",www.helmsmanalehouse.com,949-220-9977,BP,,
Helton Brewing Co,2144 E Indian School Rd,Phoenix,AZ,85016,"Phoenix, AZ, Maricopa",heltonbrewing.com/,480-730-2675,BC/TR,,
Hemauer Brewing Co,465 Cabin Hollow Rd,Dillsburg,PA,17019,"Dillsburg, PA, York",www.hemauerbrewingco.com,920-912-0909,BC,,
Hemisphere Brewing Co,2015 Kristy Ln,Rockwall,TX,75032,"Rockwall, TX, Rockwall",www.hemispherebrewing.com,972-722-4535,BC/TR,,
Hemlock State Brewing Co,23601 56th Ave W - Suite 400,Mountlake Terrace,WA,98043,"Mountlake Terrace, WA, Snohomish",www.hemlockstate.com,206-919-7934,BC/TR,,
Henderson Brewing Co,737 2nd St,Henderson,KY,42420,"Henderson, KY, Henderson",www.hendersonbrewco.com,270-200-4314,BC/TR,,
HenHouse Brewing Co,322 Bellevue Ave,Santa Rosa,CA,95407,"Santa Rosa, CA, Sonoma",www.henhousebrewing.com/,707-347-9211,BC/TR,,
Henmick Farm & Brewery,4380 N Old State Rd,Delaware,OH,43015,"Delaware, OH, Delaware",www.henmick.com,614-732-4186,BC/TR,NEW,7/29/2021
Henniker Brewing Co,129 Centervale Rd,Henniker,NH,3242,"Henniker, NH, Merrimack",www.hennikerbrewing.com/,603-428-3579,BC/TR,,
Henry & Fran Brewing Co,185 Laurel St,West Boylston,MA,1583,"West Boylston, MA, Worcester",www.facebook.com/Henryandfranbrewing,774-261-3025,BC,,
Henson Brewing Co,2121 Kenmere Ave,Burbank,CA,91504,"Burbank, CA, Los Angeles",www.hensonbrewing.com,818-861-7696,BC/TR,,
Herbert B. Friendly Brewing Co,527 Wells Ave S,Renton,WA,98057,"Renton, WA, King",www.drinkhbf.com/,425-243-4372,BC/TR,,
Here and Now Brewing Co,645 Main St,Honesdale,PA,18431,"Honesdale, PA, Wayne",www.hereandnowbrewing.com,570-253-0700,BP,,
Hereford & Hops Steakhouse & Brewpub,624 Ludington St,Escanaba,MI,49829,"Escanaba, MI, Delta",www.herefordandhops.com/,906-789-1945,BP,,
Heretic Brewing Co,1052 Horizon Dr - Suite B,Fairfield,CA,94533,"Fairfield, CA, Solano",www.hereticbrewing.com/,925-526-6364,BC/TR,,
Heritage Brewing Co,9436 Center Point Lane,Manassas,VA,20110,"Manassas, VA, Manassas",www.heritagebrewing.com/,571-358-8463,BC/TR,,
Heritage Hill Brewhouse and Kitchen (Palladino Farm),3149 Sweet Rd,Pompey,NY,13138,"Pompey, NY, Onondaga",www.facebook.com/heritagehillbrewery,315-766-7885,BP,,
Hermiston Brewing Co (Nookies Rest),125 N 1st St,Hermiston,OR,97838,"Hermiston, OR, Umatilla",hermistonbrewingcompany.com/,541-289-7414,BP,,
Hermit Thrush Brewery,29 High St - Suite 101C,Brattleboro,VT,5301,"Brattleboro, VT, Windham",www.hermitthrushbrewery.com/,802-257-2337,BC/TR,,
Hermitage Brewing Co,1627 South 7th St,San Jose,CA,95112,"San Jose, CA, Santa Clara",www.hermitagebrewing.com/,408-291-0966,BC/TR,,
Hermosa Brewing Co,909 E El Segundo Blvd,El Segundo,CA,90245,"El Segundo, CA, Los Angeles",www.hermosabrewingco.com,424-277-1134,BP,,
Heroes Brewing Co,543 Atlantic Ave,Rochester,NY,14609,"Rochester, NY, Monroe",www.heroesbrewco.com,585-303-0509,BC/TR,,
Heroes Restaurant & Brewery,3397 Mission Inn Ave,Riverside,CA,92501,"Riverside, CA, Riverside",heroesrestaurantandbrewery.com/,951-248-0722,BP,,
Hexagon Brewing Co,1002 Dutch Valley Dr - Suite 101,Knoxville,TN,37918,"Knoxville, TN, Knox",hexagonbrewing.com,865-888-5138,BC/TR,,
Heyday Brewing Co,5301 Tin Roof Way,Raleigh,NC,27616,"Raleigh, NC, Wake",www.heydaybrewing.com,919-351-6668,BP,NEW,7/29/2021
Hi Sign Brewing Co,1201 Bastrop Hwy,Austin,TX,78742,"Austin, TX, Travis",www.hisignbrewing.com,512-382-5264,BC/TR,,
Hi-Wire Brewing Co (Big Top),2 Huntsman Place,Asheville,NC,28803,"Asheville, NC, Buncombe",hiwirebrewing.com/,828-738-2448,BC/TR,,
Hi-Wire Brewing Co (South Slope),197 Hilliard Ave,Asheville,NC,28801,"Asheville, NC, Buncombe",hiwirebrewing.com/,828-575-9675,BC/TR,,
Hiatus Brewing Co,6230 SW Hwy 200 - Suite 5,Ocala,FL,34476,"Ocala, FL, Marion",www.hiatusbrewing.com,352-509-4867,BP,,
Hiawassee Brew,616 S Main St,Hiawassee,GA,30546,"Hiawassee, GA, Towns",hiawassee-brew.business.site,706-896-2739,BC/TR,,
Hickory Creek Brewing Co,1005 W Laraway Rd - Unit 260,New Lenox,IL,60451,"New Lenox, IL, Will",www.hickorycreekbrewingil.com,779-803-3974,BC/TR,,
Hickory Nut Gorge Brewery,461 Main St,Chimney Rock,NC,28720,"Chimney Rock, NC, Rutherford",hickorynutbrewery.com,828-436-7047,BP,,
Hidden Cove Brewing Co,73 Mile Rd,Wells,ME,4090,"Wells, ME, York",www.hiddencovebrewingcompany.com/,207-646-0228,BC/TR,,
Hidden Moon Brewing Co (Moonlight Meadery),23 Londonderry Rd – Unit 17,Londonderry,NH,3053,"Londonderry, NH, Rockingham",www.moonlightmeadery.com/hidden-moon-brewing,603-216-2162,BC/TR,,
Hidden Mothers Brewing Co,1311 N Washington St,Spokane,WA,99201,"Spokane, WA, Spokane",thehiddenmotherbrewery.com,509-919-3595,BC/TR,,
Hidden River Brewing Co (Brinton Lodge),1808 W Schuylkill Rd - Rte 724,Douglassville,PA,19518,"Douglassville, PA, Berks",hiddenriverbrewing.com/,484-273-2266,BP,,
Hidden Sands Brewing Co,6754 Washington Ave √± Unit B,Egg Harbor Township,NJ,8234,"Egg Harbor Township, NJ, Atlantic",hiddensands.com/,609-910-2009,BC/TR,,
Hidden Springs Ale Works,1631 N Franklin St,Tampa,FL,33602,"Tampa, FL, Hillsborough",www.hiddenspringsaleworks.com/,813-226-2739,BC/TR,,
Hidden Stories Brewing Co,1491 Zeiders Rd,Millerstown,PA,17062,"Millerstown, PA, Perry",www.facebook.com/hiddenstoriesbrewing,646-552-4847,BC,,
Hideaway Brewing Co,18731 SE 314th St,Auburn,WA,98092,"Auburn, WA, King",,253-631-9393,BC,,
Hideaway Park Brewery,78927 US Hwy 40,Winter Park,CO,80482,"Winter Park, CO, Grand",www.hideawayparkbrewery.com/,970-363-7312,BC/TR,,
HiDef Brewing Co,1203 S Olive St,Los Angeles,CA,90015,"Los Angeles, CA, Los Angeles",www.hidefbrewing.com,231-973-5350,BC/TR,,
High Alpine Brewing Co,111 N Main St,Gunnison,CO,81230,"Gunnison, CO, Gunnison",www.highalpinebrewing.com/,970-642-4500,BP,,
High and Dry Brewing Co,529 Adams St NE,Albuquerque,NM,87108,"Albuquerque, NM, Bernalillo",highanddrybrewing.com/,505-433-5591,BC/TR,,
High Branch Brewing Co,325 McGill Ave NW - Suite 148,Concord,NC,28027,"Concord, NC, Cabarrus",www.highbranchbrewing.com/,704-706-3807,BC/TR,,
High Card Brewing Co,2316 Main St - Suite K,Tucker,GA,30084,"Tucker, GA, DeKalb",www.highcardbrewing.com,678-561-2337,BC/TR,,
High Cotton Brewing Co,598 Monroe Ave,Memphis,TN,38103,"Memphis, TN, Shelby",www.highcottonbrewing.com/,901-543-4444,BC/TR,,
High Desert Brewing Co,1201 W Hadley,Las Cruces,NM,88005,"Las Cruces, NM, Doña Ana",www.highdesertbrewingco.com/,575-525-6752,BP,,
High Gravity Brewing Co (Pippins Taproom),6808 S Memorial Dr - Suite 144,Tulsa,OK,74133,"Tulsa, OK, Tulsa",pippinstaproom.com,918-461-2605,BP,,
High Ground Brewing Co,102 Railroad St,Terra Alta,WV,26764,"Terra Alta, WV, Preston",www.highgroundbrewing.co,304-789-1216,BC/TR,,
High Hops Brewery,6461 Highway 392,Windsor,CO,80550,"Windsor, CO, Weld",www.highhopsbrewery.com/,970-686-9771,BC/TR,,
High Nine Brewing Co,6 Winter Ave - Unit 7,Deep River,CT,6417,"Deep River, CT, Middlesex",www.highninebrewing.com,860-322-4179,BC/TR,,
High Perch Brewing Co,1417 Kania Rd,Galway,NY,12074,"Galway, NY, Saratoga",www.facebook.com/highperchbrewery/,,BC,,
High Pines Brewing Co (Tipsy Steer),2704 Snelling Ave N,Roseville,MN,55113,"Saint Paul, MN, Ramsey",www.highpinesbrewing.com,651-200-3581,BP,NEW,5/2/2021
High Plains Brewing Co,601 E Main St,Laurel,MT,59044,"Laurel, MT, Yellowstone",www.facebook.com/highplainsbrewing/,406-633-4594,BC/TR,,
High Point Brewing Co,22 Park Place,Butler,NJ,7405,"Butler, NJ, Morris",www.ramsteinbeer.com/,973-838-7400,BC,,
High Springs Brewing Co,18562 NW 237th St,High Springs,FL,32643,"High Springs, FL, Alachua",highspringsbrewing.com,,BC/TR,,
High Waters Brewing Co,927 Industrial Way - Suite A,Lodi,CA,95240,"Lodi, CA, San Joaquin",www.highwaterbrewing.com,209-625-8146,BP,,
Higherground Brewing Co,518 N First St,Hamilton,MT,59840,"Hamilton, MT, Ravalli",www.highergroundbrewing.com/,406-375-5204,BP,,
HighGrain Brewing Co,6860 Plainfield Rd,Cincinnati,OH,45236,"Cincinnati, OH, Hamilton",highgrainbrewing.com,513- 555-5555,BP,,
Highland Brewing Co,12 Old Charlotte Hwy,Asheville,NC,28803,"Asheville, NC, Buncombe",www.highlandbrewing.com/,828-299-3370,BC,,
Highland Park Brewery at the Hermosillo,5125 York Blvd,Los Angeles,CA,90042,"Los Angeles, CA, Los Angeles",www.facebook.com/HighlandParkBrewery/,323-739-6459,BC/TR,,
Highland Park Brewing Co,1220 N Spring St,Los Angeles,CA,90012,"Los Angeles, CA, Los Angeles",www.hpb.la,213-878-9017,BP,,
Highlands Hollow Brewhouse,2455 Harrison Hollow Lane,Boise,ID,83702,"Boise, ID, Ada",www.highlandshollow.com/,208-343-6820,BP,,
Highmark Brewery,390 Kings Hwy,Fredericksburg,VA,22405,"Fredericksburg, VA, Stafford",highmarkbrewery.com/,540-207-1725,BC/TR,,
Highpoint Brewing Co,402 E Arrow Hwy - 12,San Dimas,CA,91773,"San Dimas, CA, Los Angeles",www.highpointbrewco.com,626-862-4296,BC/TR,,
Highrail Brewing Co,20 Main St,High Bridge,NJ,8829,"High Bridge, NJ, Hunterdon",www.highrailbrewing.com,908-797-0464,BC/TR,,
HighSide Brewing Co,720 Main St,Frisco,CO,80443,"Frisco, CO, Summit",www.facebook.com/highsidebrewing/,970-668-2337,BP,,
Hightower Brewing Co,3445 County Rd 16,Rayland,OH,43943,"Rayland, OH, Jefferson",www.hightowerbrewingcompany.com/,740-859-0764,BC/TR,,
Highway 1 Brewing Co,5720 Cabrillo Hwy,Pescadero,CA,94060,"Pescadero, CA, San Mateo",www.highway1brewing.com/,650-879-9243,BP,,
Highway 79 Brewery & Scratch Kitchen,27631 Hwy 79,Hot Springs,SD,57747,"Hot Springs, SD, Fall River",highway79brewery.com,605-745-4677,BP,,
Highway Brewing Co,209 W Houghton Ave,West Branch,MI,48661,"West Branch, MI, Ogemaw",www.facebook.com/highwaybrewingco/,989-701-2739,BP,,
Highway Manor Brewing Co,2238 Gettysburg Rd,Camp Hill,PA,17011,"Camp Hill, PA, Cumberland",highwaymanorbrewing.com/,717-743-0613,BC/TR,,
HiHO Brewing Co,1707 Front St,Cuyahoga Falls,OH,44221,"Cuyahoga Falls, OH, Summit",www.hihobrewingco.com,234-334-7564,BC/TR,,
HiJinx Brewing Co,905 Harrison St - Suite 111,Allentown,PA,18103,"Allentown, PA, Lehigh",hijinxbrewing.com/,484-714-0080,BC/TR,,
Hill Farmstead Brewing Co,403 Hill Rd,Greensboro,VT,5842,"Greensboro Bend, VT, Orleans",www.hillfarmstead.com/,802-533-7450,BC/TR,,
Hillbilly Brewing Co,23118 NW Maplecrest Rd,Ridgefield,WA,98642,"Ridgefield, WA, Clark",hillbillybrewingcompany.com,,BC/TR,,
Hillcrest Brewing Co,1458 University Ave,San Diego,CA,92103,"San Diego, CA, San Diego",www.hillcrestbrewingcompany.com/,619-269-4323,BP,,
Hillenbrand Farmhaus Brewery,5100 Virginiatown Rd,Newcastle,CA,95658,"Newcastle, CA, Placer",www.hillenbrandbrewery.com,818-714-0078,BC/TR,NEW,5/2/2021
Hillman Beer Co (Rise Above Deli),25 Sweeten Creek Rd,Asheville,NC,28803,"Asheville, NC, Buncombe",www.hillmanbeer.com,828-505-1312,BP,,
Hillsboro Brewing Co (2E Brewery),206 E Madison St,Hillsboro,WI,54634,"Hillsboro, WI, Vernon",www.hillsborobrewingcompany.com/,608-489-7486,BP,,
Hillsborough Winery and Brewery,36716 Charles Town Pike,Hillsboro,VA,20132,"Purcellville, VA, Loudoun",www.hillsboroughwine.com,540-668-6216,BC/TR,,
Hillsdale Brewing Co,25 Hillsdale St,Hillsdale,MI,49242,"Hillsdale, MI, Hillsdale",www.facebook.com/hillsdalebrewing,517-212-8182,BP,,
Hilo Brewing Co,275 E Kawili St,Hilo (Hawaii),HI,96720,"Hilo, HI, Hawaii",hilobrewingco.com,808-934-8211,BC/TR,,
Hilton Head Brewing Co,1 Cardinal Court,Hilton Head,SC,29926,"Hilton Head Island, SC, Beaufort",hhbrewingco.com/,843-715-3251,BP,,
Hinterland Brewing Co,1001 Lombardi Ave,Green Bay,WI,54304,"Green Bay, WI, Brown",hinterlandbeer.com/brewery/,920-438-8050,BP,,
Hippin Hops Brewing Co,1308 Glenwood Ave SE,Atlanta,GA,30316,"Atlanta, GA, DeKalb",www.hippinhopsbrewery.com,678-713-2739,BP,NEW,6/22/2021
Historic Brewing Co,4366 E Huntington Dr,Flagstaff,AZ,86004,"Flagstaff, AZ, Coconino",www.historicbrewingcompany.com/,928-707-0900,BC/TR,,
History Class Brewing Co,6 E 4th St,Panama City,FL,32401,"Panama City, FL, Bay",historyclass.beer,850-840-0025,BC/TR,,
Hitchcock Brewing,203 South St,Bernardston,MA,1337,"Bernardston, MA, Franklin",www.hitchcockbrewing.com,413-695--2400,BC/TR,,
Hitchhiker Brewing Co,190 Castle Shannon Blvd,Pittsburgh,PA,15228,"Pittsburgh, PA, Allegheny",www.hitchhikerbrewing.com/,412-343-1950,BP,,
Hitmaker Brewing Co,11160 Circle Dr,Austin,TX,78736,"Austin, TX, Travis",www.hitmakerbrewing.com,512-465-2333,BC/TR,,
Hix Farm Brewery,54 S Cedar Ave,Cookeville,TN,38501,"Cookeville, TN, Putnam",www.hixfarmbrewery.com,931-316-1623,BC/TR,,
Hixtown Brewing Co,407 Main St,Villa Rica,GA,30180,"Villa Rica, GA, Carroll",www.hixtownbrewing.com,678-952-6580,BC/TR,,
Hoax Brewing Co (The Beeracks),Bradley St,East Haven,CT,6512,"East Haven, CT, New Haven",www.facebook.com/hoaxbrewing,203-909-6224,BC/TR,,
Hobbs Tavern and Brewing Co,2415 White Mountain Hwy - Rte 16,West Ossipee,NH,3890,"West Ossipee, NH, Carroll",hobbstavern.com/,603-539-2000,BP,,
Hofbrauhaus,200 E 3rd St,Newport,KY,41071,"Newport, KY, Campbell",www.hofbrauhausnewport.com/,859-491-7200,BP,,
Hofbrauhaus,800 Goodale Blvd,Columbus,OH,43212,"Columbus, OH, Franklin",hofbrauhauscolumbus.com/,614-294-2437,BP,,
Hofbrauhaus,123 St Eugene Dr,Belleville,IL,62223,"Belleville, IL, St. Clair",www.hofbrauhausstlouis.com/,618-800-2337,BP,,
